,text,sentence,word,wordFreq,zipfFreq,surpGPT,word_length,wordId
7861,text_1_L1,11,Privatpersonen,4.47e-06,3.65,3.452315092086792,14,149
7862,text_1_L1,11,sowie,0.00049,5.69,5.476629257202148,5,150
7863,text_1_L1,11,Geldschulden,4.07e-08,1.61,14.42776107788086,12,151
7864,text_1_L1,11,wurden,0.000646,5.81,4.862316608428955,6,152
7865,text_1_L1,11,schriftlich,1.2e-05,4.08,6.171613693237305,11,153
7866,text_1_L1,11,festgehalten.,1.2e-05,4.08,0.8475990295410156,13,154
7867,text_1_L1,1,Ein,0.00813,6.91,4.3480916023254395,3,1
7868,text_1_L1,1,Schreiber,8.91e-06,3.95,12.096376419067383,9,2
7869,text_1_L1,1,ist,0.012,7.08,3.3775274753570557,3,3
7870,text_1_L1,1,"jemand,",0.000316,5.5,2.9615862369537354,7,4
7871,text_1_L1,1,der,0.0288,7.46,0.04270961135625839,3,5
7872,text_1_L1,1,beruflich,1.17e-05,4.07,0.04218002036213875,9,6
7873,text_1_L1,1,nach,0.00363,6.56,0.000271521887043491,4,7
7874,text_1_L1,1,Diktat,1.26e-06,3.1,8.22614860534668,6,8
7875,text_1_L1,1,oder,0.00316,6.5,0.00016735584358684719,4,9
7876,text_1_L1,1,schriftlicher,1.45e-06,3.16,7.622254371643066,13,10
7877,text_1_L1,1,Vorlage,2e-05,4.3,7.266107559204102,7,11
7878,text_1_L1,1,Texte,3.98e-05,4.6,6.564055442810059,5,12
7879,text_1_L1,1,schreibt,7.76e-05,4.89,1.662092685699463,8,13
7880,text_1_L1,1,oder,0.00316,6.5,2.628108024597168,4,14
7881,text_1_L1,1,kopiert.,5.89e-06,3.77,7.558655738830566,8,15
7882,text_1_L1,2,Das,0.0145,7.16,3.612485408782959,3,16
7883,text_1_L1,2,Berufsbild,9.77e-07,2.99,8.677632331848145,10,17
7884,text_1_L1,2,wandelte,1.55e-06,3.19,11.560966491699219,8,18
7885,text_1_L1,2,sich,0.00617,6.79,11.517173767089844,4,19
7886,text_1_L1,2,im,0.00724,6.86,0.043793004006147385,2,20
7887,text_1_L1,2,Laufe,4.57e-05,4.66,0.012202609330415726,5,21
7888,text_1_L1,2,der,0.0288,7.46,0.09371913224458694,3,22
7889,text_1_L1,2,Menschheitsgeschichte,1.15e-06,3.06,8.080986976623535,21,23
7890,text_1_L1,2,in,0.0174,7.24,0.09355867654085159,2,24
7891,text_1_L1,2,seiner,0.000676,5.83,1.847726889536716e-05,6,25
7892,text_1_L1,2,Bedeutung,9.55e-05,4.98,5.709961988031864e-05,9,26
7893,text_1_L1,2,und,0.0263,7.42,8.487341256113723e-05,3,27
7894,text_1_L1,2,Bedeutsamkeit,3.09e-07,2.49,5.758565425872803,13,28
7895,text_1_L1,2,mehrfach.,4.17e-05,4.62,6.253676414489746,9,29
7896,text_1_L1,3,Die,0.0302,7.48,2.742405414581299,3,30
7897,text_1_L1,3,"Kunst,",0.000117,5.07,9.723028182983398,6,31
7898,text_1_L1,3,eigenen,0.000251,5.4,2.892003059387207,7,32
7899,text_1_L1,3,oder,0.00316,6.5,10.390983581542969,4,33
7900,text_1_L1,3,auch,0.00603,6.78,6.962502479553223,4,34
7901,text_1_L1,3,fremden,2.69e-05,4.43,4.233737468719482,7,35
7902,text_1_L1,3,"Gedanken,",0.000107,5.03,7.445732116699219,9,36
7903,text_1_L1,3,religiösen,1.66e-05,4.22,4.310857772827148,10,37
7904,text_1_L1,3,Texten,1.45e-05,4.16,3.1348745822906494,6,38
7905,text_1_L1,3,oder,0.00316,6.5,10.746583938598633,4,39
7906,text_1_L1,3,auch,0.00603,6.78,4.198970794677734,4,40
7907,text_1_L1,3,der,0.0288,7.46,4.099272727966309,3,41
7908,text_1_L1,3,(land)wirtschaftlichen,2.36e-05,4.37,21.157665252685547,22,42
7909,text_1_L1,3,Buchführung,1.86e-06,3.27,4.0563859939575195,11,43
7910,text_1_L1,3,mittels,3.72e-05,4.57,0.018465636298060417,7,44
7911,text_1_L1,3,durch,0.00182,6.26,0.013628296554088593,5,45
7912,text_1_L1,3,Übereinkunft,1.58e-06,3.2,14.841398239135742,12,46
7913,text_1_L1,3,festgesetzter,4.27e-08,1.63,6.213868141174316,13,47
7914,text_1_L1,3,Zeichen,7.59e-05,4.88,9.733316421508789,7,48
7915,text_1_L1,3,sichtbaren,4.9e-06,3.69,4.1462202072143555,10,49
7916,text_1_L1,3,und,0.0263,7.42,0.29883646965026855,3,50
7917,text_1_L1,3,dauerhaften,3.98e-06,3.6,7.967608451843262,11,51
7918,text_1_L1,3,Ausdruck,3.39e-05,4.53,5.149120330810547,8,52
7919,text_1_L1,3,zu,0.0102,7.01,8.533023834228516,2,53
7920,text_1_L1,3,"geben,",0.000398,5.6,2.7162606716156006,6,54
7921,text_1_L1,3,war,0.00339,6.53,2.653306007385254,3,55
7922,text_1_L1,3,eine,0.00631,6.8,4.680797576904297,4,56
7923,text_1_L1,3,wesentliche,1.55e-05,4.19,1.5149837732315063,11,57
7924,text_1_L1,3,Errungenschaft,1.86e-06,3.27,4.248746395111084,14,58
7925,text_1_L1,3,der,0.0288,7.46,0.653331995010376,3,59
7926,text_1_L1,3,frühen,4.17e-05,4.62,10.819672584533691,6,60
7927,text_1_L1,3,Hochkulturen.,3.02e-07,2.48,2.972670555114746,13,61
7928,text_1_L1,4,Im,0.00724,6.86,4.428861141204834,2,62
7929,text_1_L1,4,mesopotamischen,1.23e-07,2.09,14.234711647033691,15,63
7930,text_1_L1,4,Sumer,1.17e-07,2.07,6.477512359619141,5,64
7931,text_1_L1,4,haben,0.00282,6.45,0.06454170495271683,5,65
7932,text_1_L1,4,die,0.0302,7.48,0.004271787591278553,3,66
7933,text_1_L1,4,Archäologen,2.69e-06,3.43,3.394437551498413,11,67
7934,text_1_L1,4,die,0.0302,7.48,6.099892616271973,3,68
7935,text_1_L1,4,"ältesten,",1.66e-05,4.22,6.987433910369873,9,69
7936,text_1_L1,4,aus,0.00398,6.6,4.476447105407715,3,70
7937,text_1_L1,4,dem,0.00575,6.76,1.3223985433578491,3,71
7938,text_1_L1,4,4.,0.000631,5.8,3.2170584201812744,2,72
7939,text_1_L1,5,Jahrtausend,2.09e-06,3.32,14.222917556762695,11,73
7940,text_1_L1,5,v.,0.000166,5.22,7.513090133666992,2,74
7941,text_1_L1,5,Chr.,1.35e-05,4.13,0.3140435218811035,4,75
7942,text_1_L1,6,stammenden,4.07e-06,3.61,19.90915870666504,10,76
7943,text_1_L1,6,Tontafeln,9.77e-08,1.99,12.406578063964844,9,77
7944,text_1_L1,6,mit,0.00955,6.98,3.1347477436065674,3,78
7945,text_1_L1,6,Schriftzeichen,1.62e-06,3.21,6.6278886795043945,14,79
7946,text_1_L1,6,gefunden.,0.000195,5.29,7.343837261199951,9,80
7947,text_1_L1,7,Die,0.0302,7.48,2.742405414581299,3,81
7948,text_1_L1,7,Ursprünge,1.91e-06,3.28,8.30295467376709,9,82
7949,text_1_L1,7,dieser,0.0011,6.04,0.01614825241267681,6,83
7950,text_1_L1,7,keilförmigen,1.2e-07,2.08,14.343610763549805,12,84
7951,text_1_L1,7,Schriftzeichen,1.62e-06,3.21,10.212797164916992,14,85
7952,text_1_L1,7,liegen,0.000158,5.2,4.312150001525879,6,86
7953,text_1_L1,7,in,0.0174,7.24,0.002176893875002861,2,87
7954,text_1_L1,7,einer,0.00263,6.42,0.055897489190101624,5,88
7955,text_1_L1,7,"Bilderschrift,",3.55e-08,1.55,8.8420991897583,14,89
7956,text_1_L1,7,die,0.0302,7.48,2.9529266357421875,3,90
7957,text_1_L1,7,sich,0.00617,6.79,1.6985963582992554,4,91
7958,text_1_L1,7,zur,0.00186,6.27,1.2524871826171875,3,92
7959,text_1_L1,7,lautbeschreibenden,0.0,0.0,23.322120666503906,18,93
7960,text_1_L1,7,Schrift,2.09e-05,4.32,8.1288480758667,7,94
7961,text_1_L1,7,weiterentwickelte.,4.17e-07,2.62,3.6371617317199707,18,95
7962,text_1_L1,8,"Menschen,",0.000776,5.89,9.661856651306152,9,96
7963,text_1_L1,8,die,0.0302,7.48,1.4511104822158813,3,97
7964,text_1_L1,8,diese,0.00158,6.2,0.14281471073627472,5,98
7965,text_1_L1,8,Fähigkeiten,2.63e-05,4.42,6.517708778381348,11,99
7966,text_1_L1,8,"beherrschten,",1.91e-06,3.28,8.513673782348633,13,100
7967,text_1_L1,8,gehörten,1.51e-05,4.18,8.318918228149414,8,101
7968,text_1_L1,8,zur,0.00186,6.27,0.05154074728488922,3,102
7969,text_1_L1,8,Oberschicht,2.45e-06,3.39,2.9295268058776855,11,103
7970,text_1_L1,8,bzw.,0.000263,5.42,6.3548383712768555,4,104
7971,text_1_L1,9,stammten,3.63e-06,3.56,16.186779022216797,8,105
7972,text_1_L1,9,aus,0.00398,6.6,2.1673734188079834,3,106
7973,text_1_L1,9,"ihr,",0.00166,6.22,12.047114372253418,4,107
7974,text_1_L1,9,da,0.00234,6.37,10.390506744384766,2,108
7975,text_1_L1,9,die,0.0302,7.48,1.6566075086593628,3,109
7976,text_1_L1,9,Ausbildung,9.77e-05,4.99,4.542224884033203,10,110
7977,text_1_L1,9,aufwändig,3.31e-06,3.52,2.586400270462036,9,111
7978,text_1_L1,9,war,0.00339,6.53,8.40359878540039,3,112
7979,text_1_L1,9,und,0.0263,7.42,11.66635799407959,3,113
7980,text_1_L1,9,Schreiber,8.91e-06,3.95,0.8688994646072388,9,114
7981,text_1_L1,9,vor,0.00204,6.31,0.7606925964355469,3,115
7982,text_1_L1,9,allem,0.00038,5.58,12.569038391113281,5,116
7983,text_1_L1,9,für,0.00759,6.88,5.852047920227051,3,117
7984,text_1_L1,9,staatliche,2.45e-05,4.39,0.9608532190322876,10,118
7985,text_1_L1,9,Aufgaben,6.17e-05,4.79,2.426327705383301,8,119
7986,text_1_L1,9,benötigt,3.09e-05,4.49,7.150421619415283,8,120
7987,text_1_L1,9,"wurden,",0.000646,5.81,2.85540771484375,7,121
7988,text_1_L1,9,wie,0.00447,6.65,1.4525737762451172,3,122
7989,text_1_L1,9,für,0.00759,6.88,0.03877193480730057,3,123
7990,text_1_L1,9,Steuerlisten.,6.61e-08,1.82,7.211703300476074,13,124
7991,text_1_L1,10,Königliche,7.59e-06,3.88,12.262433052062988,10,125
7992,text_1_L1,10,Schreiber,8.91e-06,3.95,3.446936845779419,9,126
7993,text_1_L1,10,hatten,0.000331,5.52,11.061230659484863,6,127
7994,text_1_L1,10,eine,0.00631,6.8,4.222812652587891,4,128
7995,text_1_L1,10,Vertrauensposition,2.04e-08,1.31,13.581154823303223,18,129
7996,text_1_L1,10,"inne,",1e-05,4.0,3.192561626434326,5,130
7997,text_1_L1,10,gaben,3.16e-05,4.5,2.6127326488494873,5,131
7998,text_1_L1,10,sie,0.00661,6.82,2.5427474975585938,3,132
7999,text_1_L1,10,doch,0.00166,6.22,0.6498141884803772,4,133
8000,text_1_L1,10,oft,0.000302,5.48,9.430540084838867,3,134
8001,text_1_L1,10,vertrauliche,1.62e-06,3.21,6.5414605140686035,12,135
8002,text_1_L1,10,Nachrichten,0.0001,5.0,0.7896792888641357,11,136
8003,text_1_L1,10,"wieder,",0.00151,6.18,7.993948459625244,7,137
8004,text_1_L1,10,und,0.0263,7.42,6.386090278625488,3,138
8005,text_1_L1,10,ihre,0.00115,6.06,0.15537042915821075,4,139
8006,text_1_L1,10,Arbeit,0.000372,5.57,3.024693012237549,6,140
8007,text_1_L1,10,war,0.00339,6.53,6.783351898193359,3,141
8008,text_1_L1,10,nicht,0.0102,7.01,1.2105965614318848,5,142
8009,text_1_L1,10,durch,0.00182,6.26,3.5449750423431396,5,143
8010,text_1_L1,10,jeden,0.000316,5.5,4.081418991088867,5,144
8011,text_1_L1,10,überprüfbar.,4.68e-07,2.67,7.357313632965088,12,145
8012,text_1_L1,11,Auch,0.00603,6.78,5.708621501922607,4,146
8013,text_1_L1,11,Verträge,1.91e-05,4.28,11.90174388885498,8,147
8014,text_1_L1,11,zwischen,0.000676,5.83,2.8967957496643066,8,148
8015,text_1_L1,11,Privatpersonen,4.47e-06,3.65,3.452315092086792,14,149
8016,text_1_L1,11,sowie,0.00049,5.69,5.476629257202148,5,150
8017,text_1_L1,11,Geldschulden,4.07e-08,1.61,14.42776107788086,12,151
8018,text_1_L1,11,wurden,0.000646,5.81,4.862316608428955,6,152
8019,text_1_L1,11,schriftlich,1.2e-05,4.08,6.171613693237305,11,153
8020,text_1_L1,11,festgehalten.,1.2e-05,4.08,0.8475990295410156,13,154
8021,text_2_L1,1,In,0.0174,7.24,3.8858695030212402,2,1
8022,text_2_L1,1,der,0.0288,7.46,1.5432041883468628,3,2
8023,text_2_L1,1,alten,0.000204,5.31,0.0011472079204395413,5,3
8024,text_2_L1,1,römischen,2.09e-05,4.32,0.00020001317898277193,9,4
8025,text_2_L1,1,Religion,5.13e-05,4.71,0.0002649671514518559,8,5
8026,text_2_L1,1,und,0.0263,7.42,6.850541114807129,3,6
8027,text_2_L1,1,Mythologie,3.8e-06,3.58,5.666855335235596,10,7
8028,text_2_L1,1,ist,0.012,7.08,7.85941219329834,3,8
8029,text_2_L1,1,Janus,1.23e-06,3.09,9.520954132080078,5,9
8030,text_2_L1,1,der,0.0288,7.46,1.1752856969833374,3,10
8031,text_2_L1,1,Gott,0.000182,5.26,3.0172457695007324,4,11
8032,text_2_L1,1,des,0.0055,6.74,9.404830932617188,3,12
8033,text_2_L1,1,Anfangs,3.16e-05,4.5,0.11612332612276077,7,13
8034,text_2_L1,1,und,0.0263,7.42,1.1735100746154785,3,14
8035,text_2_L1,1,der,0.0288,7.46,1.974800705909729,3,15
8036,text_2_L1,1,Tore.,3.47e-05,4.54,8.337867736816406,5,16
8037,text_2_L1,2,Er,0.00513,6.71,5.5706610679626465,2,17
8038,text_2_L1,2,hat,0.00398,6.6,3.6061158180236816,3,18
8039,text_2_L1,2,eine,0.00631,6.8,2.9747700691223145,4,19
8040,text_2_L1,2,doppelte,1.41e-05,4.15,7.7393951416015625,8,20
8041,text_2_L1,2,Natur,8.71e-05,4.94,6.85662841796875,5,21
8042,text_2_L1,2,und,0.0263,7.42,2.935981512069702,3,22
8043,text_2_L1,2,wird,0.00316,6.5,3.648111581802368,4,23
8044,text_2_L1,2,gewöhnlich,1.35e-05,4.13,8.351032257080078,10,24
8045,text_2_L1,2,mit,0.00955,6.98,2.731581211090088,3,25
8046,text_2_L1,2,zwei,0.000871,5.94,3.3750483989715576,4,26
8047,text_2_L1,2,Gesichtern,3.31e-06,3.52,4.478567600250244,10,27
8048,text_2_L1,2,"dargestellt,",3.72e-05,4.57,3.720237970352173,12,28
8049,text_2_L1,2,da,0.00234,6.37,1.8770556449890137,2,29
8050,text_2_L1,2,er,0.00513,6.71,4.161881923675537,2,30
8051,text_2_L1,2,in,0.0174,7.24,0.4148792028427124,2,31
8052,text_2_L1,2,die,0.0302,7.48,3.0415279865264893,3,32
8053,text_2_L1,2,Zukunft,0.000162,5.21,4.5854291915893555,7,33
8054,text_2_L1,2,und,0.0263,7.42,4.8297505378723145,3,34
8055,text_2_L1,2,in,0.0174,7.24,2.093975067138672,2,35
8056,text_2_L1,2,die,0.0302,7.48,0.8552190661430359,3,36
8057,text_2_L1,2,Vergangenheit,6.17e-05,4.79,0.024119755253195763,13,37
8058,text_2_L1,2,blickt.,7.94e-06,3.9,1.0805063247680664,7,38
8059,text_2_L1,3,Janus,1.23e-06,3.09,13.13934326171875,5,39
8060,text_2_L1,3,überwachte,8.51e-07,2.93,14.494695663452148,10,40
8061,text_2_L1,3,den,0.01,7.0,8.16659927368164,3,41
8062,text_2_L1,3,Beginn,9.77e-05,4.99,6.169866561889648,6,42
8063,text_2_L1,3,und,0.0263,7.42,0.15823009610176086,3,43
8064,text_2_L1,3,das,0.0145,7.16,2.315565586090088,3,44
8065,text_2_L1,3,Ende,0.000468,5.67,6.529256820678711,4,45
8066,text_2_L1,3,von,0.00977,6.99,2.3872547149658203,3,46
8067,text_2_L1,3,Konflikten,5.5e-06,3.74,1.125845193862915,10,47
8068,text_2_L1,3,und,0.0263,7.42,0.06959214061498642,3,48
8069,text_2_L1,3,damit,0.000912,5.96,2.8598427772521973,5,49
8070,text_2_L1,3,auch,0.00603,6.78,6.311196327209473,4,50
8071,text_2_L1,3,Krieg,0.000148,5.17,1.7369438409805298,5,51
8072,text_2_L1,3,und,0.0263,7.42,5.657909393310547,3,52
8073,text_2_L1,3,Frieden.,4.9e-05,4.69,0.5334438681602478,8,53
8074,text_2_L1,4,Die,0.0302,7.48,2.742405414581299,3,54
8075,text_2_L1,4,Türen,2.51e-05,4.4,9.534578323364258,5,55
8076,text_2_L1,4,seines,0.000141,5.15,7.107125282287598,6,56
8077,text_2_L1,4,Tempels,2.63e-06,3.42,7.292595863342285,7,57
8078,text_2_L1,4,waren,0.000871,5.94,0.08168307691812515,5,58
8079,text_2_L1,4,in,0.0174,7.24,2.426464080810547,2,59
8080,text_2_L1,4,Kriegszeiten,8.51e-07,2.93,10.041769981384277,12,60
8081,text_2_L1,4,geöffnet,3.09e-05,4.49,9.97127628326416,8,61
8082,text_2_L1,4,und,0.0263,7.42,0.07049352675676346,3,62
8083,text_2_L1,4,geschlossen,5.25e-05,4.72,4.142368316650391,11,63
8084,text_2_L1,4,in,0.0174,7.24,1.8242672681808472,2,64
8085,text_2_L1,4,Zeiten,0.0001,5.0,4.085251808166504,6,65
8086,text_2_L1,4,des,0.0055,6.74,6.948905944824219,3,66
8087,text_2_L1,4,Friedens.,6.31e-06,3.8,0.8423707485198975,9,67
8088,text_2_L1,5,Als,0.00513,6.71,5.300754070281982,3,68
8089,text_2_L1,5,Gott,0.000182,5.26,8.07468032836914,4,69
8090,text_2_L1,5,der,0.0288,7.46,3.5226969718933105,3,70
8091,text_2_L1,5,Tore,3.47e-05,4.54,0.003149432362988591,4,71
8092,text_2_L1,5,wurde,0.00155,6.19,0.0009015309624373913,5,72
8093,text_2_L1,5,er,0.00513,6.71,0.0010364643530920148,2,73
8094,text_2_L1,5,außerdem,0.00024,5.38,11.342668533325195,8,74
8095,text_2_L1,5,mit,0.00955,6.98,3.6291418075561523,3,75
8096,text_2_L1,5,dem,0.00575,6.76,1.3042082786560059,3,76
8097,text_2_L1,5,Betreten,1.58e-05,4.2,9.646343231201172,8,77
8098,text_2_L1,5,und,0.0263,7.42,2.6104421615600586,3,78
8099,text_2_L1,5,Verlassen,8.91e-05,4.95,1.3617470264434814,9,79
8100,text_2_L1,5,von,0.00977,6.99,12.385360717773438,3,80
8101,text_2_L1,5,Haustüren,6.03e-07,2.78,10.771279335021973,9,81
8102,text_2_L1,5,in,0.0174,7.24,1.2686657905578613,2,82
8103,text_2_L1,5,Verbindung,9.55e-05,4.98,1.7583072185516357,10,83
8104,text_2_L1,5,gebracht.,0.000115,5.06,0.015174190513789654,9,84
8105,text_2_L1,6,Janus,1.23e-06,3.09,13.13934326171875,5,85
8106,text_2_L1,6,symbolisierte,2.4e-07,2.38,15.191987991333008,13,86
8107,text_2_L1,6,häufig,0.000105,5.02,12.458097457885742,6,87
8108,text_2_L1,6,Veränderungen,3.16e-05,4.5,2.7338905334472656,13,88
8109,text_2_L1,6,und,0.0263,7.42,8.783288955688477,3,89
8110,text_2_L1,6,"Übergänge,",2.63e-06,3.42,8.233667373657227,10,90
8111,text_2_L1,6,wie,0.00447,6.65,1.6068769693374634,3,91
8112,text_2_L1,6,den,0.01,7.0,6.596227169036865,3,92
8113,text_2_L1,6,Wechsel,3.89e-05,4.59,1.6374404430389404,7,93
8114,text_2_L1,6,von,0.00977,6.99,2.8205182552337646,3,94
8115,text_2_L1,6,einer,0.00263,6.42,3.2430059909820557,5,95
8116,text_2_L1,6,Bedingung,1.02e-05,4.01,1.73565673828125,9,96
8117,text_2_L1,6,zur,0.00186,6.27,0.741909384727478,3,97
8118,text_2_L1,6,"anderen,",0.000692,5.84,1.6427035331726074,8,98
8119,text_2_L1,6,von,0.00977,6.99,9.733901977539062,3,99
8120,text_2_L1,6,einer,0.00263,6.42,0.9985493421554565,5,100
8121,text_2_L1,6,Perspektive,2.45e-05,4.39,0.37128567695617676,11,101
8122,text_2_L1,6,zur,0.00186,6.27,1.2714178562164307,3,102
8123,text_2_L1,6,anderen,0.000692,5.84,1.412270426750183,7,103
8124,text_2_L1,6,und,0.0263,7.42,0.9512081146240234,3,104
8125,text_2_L1,6,das,0.0145,7.16,5.663655757904053,3,105
8126,text_2_L1,6,Heranwachsen,7.76e-07,2.89,6.410867691040039,12,106
8127,text_2_L1,6,junger,2.75e-05,4.44,0.1301693618297577,6,107
8128,text_2_L1,6,Menschen,0.000776,5.89,2.590585947036743,8,108
8129,text_2_L1,6,zum,0.00257,6.41,3.8832948207855225,3,109
8130,text_2_L1,6,Erwachsenenalter.,1.45e-06,3.16,2.007723808288574,17,110
8131,text_2_L1,7,Deswegen,9.77e-05,4.99,10.367237091064453,8,111
8132,text_2_L1,7,wurde,0.00155,6.19,4.770003795623779,5,112
8133,text_2_L1,7,Janus,1.23e-06,3.09,13.593964576721191,5,113
8134,text_2_L1,7,zu,0.0102,7.01,3.598076105117798,2,114
8135,text_2_L1,7,Beginn,9.77e-05,4.99,5.306015491485596,6,115
8136,text_2_L1,7,der,0.0288,7.46,1.5777180194854736,3,116
8137,text_2_L1,7,Saat-und,2.04e-06,3.31,19.160518646240234,8,117
8138,text_2_L1,7,Erntezeit,6.76e-07,2.83,1.838090419769287,9,118
8139,text_2_L1,7,"verehrt,",4.07e-06,3.61,9.664596557617188,8,119
8140,text_2_L1,7,genauso,9.12e-05,4.96,0.00023588736075907946,7,120
8141,text_2_L1,7,wie,0.00447,6.65,11.477585792541504,3,121
8142,text_2_L1,7,zu,0.0102,7.01,3.683845043182373,2,122
8143,text_2_L1,7,"Hochzeiten,",4.37e-06,3.64,8.85372257232666,11,123
8144,text_2_L1,7,Todesfällen,1.32e-06,3.12,7.152776718139648,11,124
8145,text_2_L1,7,und,0.0263,7.42,0.14785295724868774,3,125
8146,text_2_L1,7,anderen,0.000692,5.84,8.499939918518066,7,126
8147,text_2_L1,7,Übergänge.,2.63e-06,3.42,15.514810562133789,10,127
8148,text_2_L1,8,Für,0.00759,6.88,4.846058368682861,3,128
8149,text_2_L1,8,Janus,1.23e-06,3.09,13.808608055114746,5,129
8150,text_2_L1,8,war,0.00339,6.53,4.5710954666137695,3,130
8151,text_2_L1,8,kein,0.000813,5.91,5.00147008895874,4,131
8152,text_2_L1,8,spezieller,3.63e-06,3.56,6.237526893615723,10,132
8153,text_2_L1,8,Priester,2.19e-05,4.34,9.76700496673584,8,133
8154,text_2_L1,8,"zuständig,",2.75e-05,4.44,2.8883795738220215,10,134
8155,text_2_L1,8,sondern,0.000589,5.77,2.2719998359680176,7,135
8156,text_2_L1,8,der,0.0288,7.46,2.2318718433380127,3,136
8157,text_2_L1,8,höchste,3.55e-05,4.55,1.281171202659607,7,137
8158,text_2_L1,8,Priester,2.19e-05,4.34,2.230778932571411,8,138
8159,text_2_L1,8,leitete,1.02e-05,4.01,0.0006911749369464815,7,139
8160,text_2_L1,8,die,0.0302,7.48,0.00015376816736534238,3,140
8161,text_2_L1,8,Zeremonien,1.17e-06,3.07,6.575751781463623,10,141
8162,text_2_L1,8,selbst.,0.000794,5.9,5.2550048828125,7,142
8163,text_2_L1,9,Janus,1.23e-06,3.09,13.13934326171875,5,143
8164,text_2_L1,9,stellte,7.41e-05,4.87,4.378070831298828,7,144
8165,text_2_L1,9,den,0.01,7.0,8.965282440185547,3,145
8166,text_2_L1,9,Mittelweg,1.2e-06,3.08,10.341049194335938,9,146
8167,text_2_L1,9,zwischen,0.000676,5.83,7.693220138549805,8,147
8168,text_2_L1,9,Barbarei,1.1e-06,3.04,12.100152969360352,8,148
8169,text_2_L1,9,und,0.0263,7.42,0.4425703287124634,3,149
8170,text_2_L1,9,"Zivilisation,",7.59e-06,3.88,5.345439910888672,13,150
8171,text_2_L1,9,ländlichem,1.15e-07,2.06,11.847989082336426,10,151
8172,text_2_L1,9,und,0.0263,7.42,0.2495250254869461,3,152
8173,text_2_L1,9,urbanem,9.77e-08,1.99,7.024085521697998,7,153
8174,text_2_L1,9,"Leben,",0.000724,5.86,1.8625222444534302,6,154
8175,text_2_L1,9,Jugend,6.61e-05,4.82,3.929609775543213,6,155
8176,text_2_L1,9,und,0.0263,7.42,10.566704750061035,3,156
8177,text_2_L1,9,Erwachsenenalter,1.45e-06,3.16,4.371062278747559,16,157
8178,text_2_L1,9,dar.,5.62e-05,4.75,0.7247238755226135,4,158
8179,text_2_L1,10,Die,0.0302,7.48,2.742405414581299,3,159
8180,text_2_L1,10,alten,0.000204,5.31,8.112995147705078,5,160
8181,text_2_L1,10,Griechen,1.05e-05,4.02,2.9458065032958984,8,161
8182,text_2_L1,10,hatten,0.000331,5.52,2.884275436401367,6,162
8183,text_2_L1,10,kein,0.000813,5.91,5.15571403503418,4,163
8184,text_2_L1,10,Äquivalent,3.09e-06,3.49,7.825206279754639,10,164
8185,text_2_L1,10,zu,0.0102,7.01,0.09165573120117188,2,165
8186,text_2_L1,10,"Janus,",1.23e-06,3.09,10.913797378540039,6,166
8187,text_2_L1,10,den,0.01,7.0,9.384845733642578,3,167
8188,text_2_L1,10,die,0.0302,7.48,0.5203708410263062,3,168
8189,text_2_L1,10,Römer,1.15e-05,4.06,1.0085810422897339,5,169
8190,text_2_L1,10,ganz,0.000955,5.98,3.3498713970184326,4,170
8191,text_2_L1,10,für,0.00759,6.88,3.8133230209350586,3,171
8192,text_2_L1,10,sich,0.00617,6.79,1.1016602516174316,4,172
8193,text_2_L1,10,beanspruchten.,9.33e-07,2.97,2.158360004425049,14,173
8194,text_2_L1,1,In,0.0174,7.24,3.8858695030212402,2,1
8195,text_2_L1,1,der,0.0288,7.46,1.5432041883468628,3,2
8196,text_2_L1,1,alten,0.000204,5.31,0.0011472079204395413,5,3
8197,text_2_L1,1,römischen,2.09e-05,4.32,0.00020001317898277193,9,4
8198,text_2_L1,1,Religion,5.13e-05,4.71,0.0002649671514518559,8,5
8199,text_2_L1,1,und,0.0263,7.42,6.850541114807129,3,6
8200,text_2_L1,1,Mythologie,3.8e-06,3.58,5.666855335235596,10,7
8201,text_2_L1,1,ist,0.012,7.08,7.85941219329834,3,8
8202,text_2_L1,1,Janus,1.23e-06,3.09,9.520954132080078,5,9
8203,text_2_L1,1,der,0.0288,7.46,1.1752856969833374,3,10
8204,text_2_L1,1,Gott,0.000182,5.26,3.0172457695007324,4,11
8205,text_2_L1,1,des,0.0055,6.74,9.404830932617188,3,12
8206,text_2_L1,1,Anfangs,3.16e-05,4.5,0.11612332612276077,7,13
8207,text_2_L1,1,und,0.0263,7.42,1.1735100746154785,3,14
8208,text_2_L1,1,der,0.0288,7.46,1.974800705909729,3,15
8209,text_2_L1,1,Tore.,3.47e-05,4.54,8.337867736816406,5,16
8210,text_2_L1,2,Er,0.00513,6.71,5.5706610679626465,2,17
8211,text_2_L1,2,hat,0.00398,6.6,3.6061158180236816,3,18
8212,text_2_L1,2,eine,0.00631,6.8,2.9747700691223145,4,19
8213,text_2_L1,2,doppelte,1.41e-05,4.15,7.7393951416015625,8,20
8214,text_2_L1,2,Natur,8.71e-05,4.94,6.85662841796875,5,21
8215,text_2_L1,2,und,0.0263,7.42,2.935981512069702,3,22
8216,text_2_L1,2,wird,0.00316,6.5,3.648111581802368,4,23
8217,text_2_L1,2,gewöhnlich,1.35e-05,4.13,8.351032257080078,10,24
8218,text_2_L1,2,mit,0.00955,6.98,2.731581211090088,3,25
8219,text_2_L1,2,zwei,0.000871,5.94,3.3750483989715576,4,26
8220,text_2_L1,2,Gesichtern,3.31e-06,3.52,4.478567600250244,10,27
