,text,sentence,word,wordFreq,zipfFreq,surpGPT,word_length,wordId
0,text_10_L1,1,Der,0.0288,7.46,3.388126850128174,3,1
1,text_10_L1,1,Imker,2.09e-06,3.32,9.516945838928223,5,2
2,text_10_L1,1,beschäftigt,6.31e-05,4.8,9.107853889465332,11,3
3,text_10_L1,1,sich,0.00617,6.79,0.055439483374357224,4,4
4,text_10_L1,1,mit,0.00955,6.98,0.6910315752029419,3,5
5,text_10_L1,1,der,0.0288,7.46,0.42480912804603577,3,6
6,text_10_L1,1,"Haltung,",3.24e-05,4.51,4.338654518127441,8,7
7,text_10_L1,1,Vermehrung,2.04e-06,3.31,4.072422981262207,10,8
8,text_10_L1,1,und,0.0263,7.42,0.00029976642690598965,3,9
9,text_10_L1,1,Züchtung,1.02e-06,3.01,4.034296989440918,8,10
10,text_10_L1,1,von,0.00977,6.99,1.0419247150421143,3,11
11,text_10_L1,1,Honigbienen,4.9e-07,2.69,1.8313809633255005,11,12
12,text_10_L1,1,sowie,0.00049,5.69,0.0032431883737444878,5,13
13,text_10_L1,1,mit,0.00955,6.98,0.29649817943573,3,14
14,text_10_L1,1,der,0.0288,7.46,0.2864348590373993,3,15
15,text_10_L1,1,Produktion,4.79e-05,4.68,0.00301133724860847,10,16
16,text_10_L1,1,von,0.00977,6.99,0.16917750239372253,3,17
17,text_10_L1,1,Honig,1.12e-05,4.05,1.7048205137252808,5,18
18,text_10_L1,1,und,0.0263,7.42,0.12656047940254211,3,19
19,text_10_L1,1,weiterer,4.79e-05,4.68,3.31312894821167,8,20
20,text_10_L1,1,Bienenprodukte.,2.51e-08,1.4,1.1675795316696167,15,21
21,text_10_L1,2,Wirtschaftlich,1.66e-05,4.22,11.034524917602539,14,22
22,text_10_L1,2,relevanter,1.62e-06,3.21,8.412774085998535,10,23
23,text_10_L1,2,ist,0.012,7.08,7.836019515991211,3,24
24,text_10_L1,2,heute,0.000759,5.88,0.5767542719841003,5,25
25,text_10_L1,2,die,0.0302,7.48,3.967538833618164,3,26
26,text_10_L1,2,Bestäubungsleistung,1.62e-08,1.21,12.88033390045166,19,27
27,text_10_L1,2,der,0.0288,7.46,1.216251015663147,3,28
28,text_10_L1,2,Honigbienen,4.9e-07,2.69,1.5152157545089722,11,29
29,text_10_L1,2,in,0.0174,7.24,0.5806947350502014,2,30
30,text_10_L1,2,der,0.0288,7.46,1.3027822971343994,3,31
31,text_10_L1,2,Landwirtschaft,2.82e-05,4.45,0.07538595050573349,14,32
32,text_10_L1,2,als,0.00513,6.71,1.2158900499343872,3,33
33,text_10_L1,2,Nebenprodukt,7.94e-07,2.9,6.443306922912598,12,34
34,text_10_L1,2,der,0.0288,7.46,1.2239845991134644,3,35
35,text_10_L1,2,Imkerei.,9.33e-07,2.97,2.3995859622955322,8,36
36,text_10_L1,3,Ein,0.00813,6.91,4.3480916023254395,3,37
37,text_10_L1,3,Imker,2.09e-06,3.32,10.092474937438965,5,38
38,text_10_L1,3,braucht,0.000178,5.25,6.446806907653809,7,39
39,text_10_L1,3,keine,0.00145,6.16,4.120532512664795,5,40
40,text_10_L1,3,spezielle,2.09e-05,4.32,4.575563430786133,9,41
41,text_10_L1,3,"Ausbildung,",9.77e-05,4.99,1.8905142545700073,11,42
42,text_10_L1,3,in,0.0174,7.24,0.8730354309082031,2,43
43,text_10_L1,3,den,0.01,7.0,6.611353874206543,3,44
44,text_10_L1,3,deutschsprachigen,1.12e-05,4.05,2.5032896995544434,17,45
45,text_10_L1,3,Ländern,8.13e-05,4.91,8.711292266845703,7,46
46,text_10_L1,3,absolvieren,6.92e-06,3.84,0.4531496465206146,11,47
47,text_10_L1,3,aber,0.00427,6.63,9.119422912597656,4,48
48,text_10_L1,3,die,0.0302,7.48,3.455152750015259,3,49
49,text_10_L1,3,meisten,0.000178,5.25,2.1657299995422363,7,50
50,text_10_L1,3,Neu-Imker,2.07e-06,3.32,10.925897598266602,9,51
51,text_10_L1,3,einen,0.00302,6.48,8.504172325134277,5,52
52,text_10_L1,3,Grundkurs.,1.17e-06,3.07,2.426452398300171,10,53
53,text_10_L1,4,Vom,0.00126,6.1,6.517327785491943,3,54
54,text_10_L1,4,Imker,2.09e-06,3.32,10.762927055358887,5,55
55,text_10_L1,4,zu,0.0102,7.01,5.836987495422363,2,56
56,text_10_L1,4,unterscheiden,3.31e-05,4.52,8.956257820129395,13,57
57,text_10_L1,4,ist,0.012,7.08,0.6184672117233276,3,58
58,text_10_L1,4,der,0.0288,7.46,0.8504643440246582,3,59
59,text_10_L1,4,"Zeidler,",4.9e-07,2.69,7.878910541534424,8,60
60,text_10_L1,4,der,0.0288,7.46,0.7548404932022095,3,61
61,text_10_L1,4,den,0.01,7.0,0.00025293012731708586,3,62
62,text_10_L1,4,Honig,1.12e-05,4.05,6.853119850158691,5,63
63,text_10_L1,4,wild,3.16e-05,4.5,0.15597951412200928,4,64
64,text_10_L1,4,lebender,2.51e-06,3.4,4.636898040771484,8,65
65,text_10_L1,4,Honigbienen-Völker,4.72e-07,2.67,12.840649604797363,18,66
66,text_10_L1,4,im,0.00724,6.86,0.75079345703125,2,67
67,text_10_L1,4,Wald,6.46e-05,4.81,0.00012373158824630082,4,68
68,text_10_L1,4,sammelt.,9.55e-06,3.98,0.34894639253616333,8,69
69,text_10_L1,5,Der,0.0288,7.46,3.388126850128174,3,70
70,text_10_L1,5,Imker,2.09e-06,3.32,9.516945838928223,5,71
71,text_10_L1,5,hält,0.000135,5.13,7.733180046081543,4,72
72,text_10_L1,5,seine,0.00107,6.03,1.5125173330307007,5,73
73,text_10_L1,5,Bienenvölker,3.55e-07,2.55,1.5431745052337646,12,74
74,text_10_L1,5,in,0.0174,7.24,1.1417369842529297,2,75
75,text_10_L1,5,künstlichen,5.89e-06,3.77,1.3084675073623657,11,76
76,text_10_L1,5,"Nisthöhlen,",4.57e-08,1.66,8.468793869018555,11,77
77,text_10_L1,5,den,0.01,7.0,4.531416893005371,3,78
78,text_10_L1,5,"Bienenstöcken,",1.02e-07,2.01,6.111079216003418,14,79
79,text_10_L1,5,in,0.0174,7.24,1.1660348176956177,2,80
80,text_10_L1,5,denen,0.000372,5.57,2.9260470867156982,5,81
81,text_10_L1,5,Brutnest,3.63e-08,1.56,13.88791275024414,8,82
82,text_10_L1,5,und,0.0263,7.42,1.7237015962600708,3,83
83,text_10_L1,5,Honigvorräte,0.0,0.0,8.278485298156738,12,84
84,text_10_L1,5,vor,0.00204,6.31,1.551558494567871,3,85
85,text_10_L1,5,Witterungseinflüssen,1.58e-07,2.2,3.6002323627471924,20,86
86,text_10_L1,5,und,0.0263,7.42,0.7256386876106262,3,87
87,text_10_L1,5,den,0.01,7.0,7.124697685241699,3,88
88,text_10_L1,5,Räubereien,3.31e-08,1.52,9.79430866241455,10,89
89,text_10_L1,5,anderer,0.0001,5.0,0.91989666223526,7,90
90,text_10_L1,5,Tiere,7.08e-05,4.85,1.9220486879348755,5,91
91,text_10_L1,5,geschützt,2e-05,4.3,3.1484832763671875,9,92
92,text_10_L1,5,sind.,0.00398,6.6,0.18861941993236542,5,93
93,text_10_L1,6,Der,0.0288,7.46,3.388126850128174,3,94
94,text_10_L1,6,Imker,2.09e-06,3.32,9.516945838928223,5,95
95,text_10_L1,6,produziert,3.02e-05,4.48,9.39786434173584,10,96
96,text_10_L1,6,mit,0.00955,6.98,3.6325340270996094,3,97
97,text_10_L1,6,dem,0.00575,6.76,2.775193691253662,3,98
98,text_10_L1,6,Honig,1.12e-05,4.05,1.5359355211257935,5,99
99,text_10_L1,6,ein,0.00813,6.91,3.192230701446533,3,100
100,text_10_L1,6,Lebensmittel,2.19e-05,4.34,2.1341052055358887,12,101
101,text_10_L1,6,und,0.0263,7.42,2.235219955444336,3,102
102,text_10_L1,6,ist,0.012,7.08,2.556213140487671,3,103
103,text_10_L1,6,damit,0.000912,5.96,1.9827741384506226,5,104
104,text_10_L1,6,in,0.0174,7.24,3.5957746505737305,2,105
105,text_10_L1,6,den,0.01,7.0,2.433985710144043,3,106
106,text_10_L1,6,deutschsprachigen,1.12e-05,4.05,10.109527587890625,17,107
107,text_10_L1,6,Ländern,8.13e-05,4.91,0.4632546901702881,7,108
108,text_10_L1,6,der,0.0288,7.46,2.4146902561187744,3,109
109,text_10_L1,6,strengen,7.08e-06,3.85,0.0009922825265675783,8,110
110,text_10_L1,6,Lebensmittelgesetzgebung,0.0,0.0,2.9543142318725586,24,111
111,text_10_L1,6,unterstellt.,9.77e-06,3.99,1.637088418006897,12,112
112,text_10_L1,7,Honigbienen,4.9e-07,2.69,13.527308464050293,11,113
113,text_10_L1,7,sind,0.00398,6.6,1.209641933441162,4,114
114,text_10_L1,7,die,0.0302,7.48,2.9736340045928955,3,115
115,text_10_L1,7,wichtigsten,4.9e-05,4.69,1.3619935512542725,11,116
116,text_10_L1,7,Bestäuber,1.74e-07,2.24,0.21914047002792358,9,117
117,text_10_L1,7,von,0.00977,6.99,1.6289262771606445,3,118
118,text_10_L1,7,den,0.01,7.0,0.21637757122516632,3,119
119,text_10_L1,7,Blütenpflanzen.,2.69e-07,2.43,2.3593196868896484,15,120
120,text_10_L1,8,Wegen,0.000468,5.67,9.177042007446289,5,121
121,text_10_L1,8,ihrer,0.000575,5.76,4.301686763763428,5,122
122,text_10_L1,8,Bestäubungsleistung,1.62e-08,1.21,10.945834159851074,19,123
123,text_10_L1,8,ist,0.012,7.08,1.5416653156280518,3,124
124,text_10_L1,8,die,0.0302,7.48,0.40314435958862305,3,125
125,text_10_L1,8,Honigbiene,3.8e-07,2.58,0.7422441840171814,10,126
126,text_10_L1,8,nach,0.00363,6.56,2.3033511638641357,4,127
127,text_10_L1,8,Rind,3.47e-06,3.54,0.2866328954696655,4,128
128,text_10_L1,8,und,0.0263,7.42,0.7389018535614014,3,129
129,text_10_L1,8,Schwein,1.29e-05,4.11,0.003214670345187187,7,130
130,text_10_L1,8,weltweit,6.03e-05,4.78,0.00012766500003635883,8,131
131,text_10_L1,8,das,0.0145,7.16,4.86639404296875,3,132
132,text_10_L1,8,drittwichtigste,4.79e-08,1.68,0.03344305604696274,15,133
133,text_10_L1,8,Nutztier,2.29e-07,2.36,0.03972671926021576,8,134
134,text_10_L1,8,in,0.0174,7.24,0.06420592218637466,2,135
135,text_10_L1,8,der,0.0288,7.46,0.5421834588050842,3,136
136,text_10_L1,8,Landwirtschaft.,2.82e-05,4.45,0.2055416852235794,15,137
137,text_10_L1,9,Neben,0.000295,5.47,6.701180934906006,5,138
138,text_10_L1,9,der,0.0288,7.46,1.5482405424118042,3,139
139,text_10_L1,9,ökologischen,5.01e-06,3.7,0.0003840185818262398,12,140
140,text_10_L1,9,Bedeutung,9.55e-05,4.98,0.00027021096320822835,9,141
141,text_10_L1,9,der,0.0288,7.46,2.0287487506866455,3,142
142,text_10_L1,9,Honigbienen,4.9e-07,2.69,8.31069278717041,11,143
143,text_10_L1,9,als,0.00513,6.71,3.222263813018799,3,144
144,text_10_L1,9,Bestäuber,1.74e-07,2.24,0.17639119923114777,9,145
145,text_10_L1,9,von,0.00977,6.99,0.00046993177966214716,3,146
146,text_10_L1,9,Wild-,3.16e-05,4.5,2.638345956802368,5,147
147,text_10_L1,9,und,0.0263,7.42,0.00010013079008786008,3,148
148,text_10_L1,9,Kulturpflanzen,5.13e-07,2.71,0.25799858570098877,14,149
149,text_10_L1,9,hat,0.00398,6.6,1.9065635204315186,3,150
150,text_10_L1,9,die,0.0302,7.48,3.062041997909546,3,151
151,text_10_L1,9,Imkerei,9.33e-07,2.97,2.1310665607452393,7,152
152,text_10_L1,9,einen,0.00302,6.48,0.0009509570081718266,5,153
153,text_10_L1,9,großen,0.000355,5.55,0.010516110807657242,6,154
154,text_10_L1,9,ökonomischen,6.31e-06,3.8,1.24808669090271,12,155
155,text_10_L1,9,Nutzen,0.000107,5.03,2.1946656703948975,6,156
156,text_10_L1,9,für,0.00759,6.88,0.4436802566051483,3,157
157,text_10_L1,9,die,0.0302,7.48,0.023058727383613586,3,158
158,text_10_L1,9,"Landwirtschaft,",2.82e-05,4.45,3.6083011627197266,15,159
159,text_10_L1,9,wo,0.000794,5.9,0.022239454090595245,2,160
160,text_10_L1,9,sie,0.00661,6.82,3.094465494155884,3,161
161,text_10_L1,9,den,0.01,7.0,0.8641818761825562,3,162
162,text_10_L1,9,Ertrag,4.79e-06,3.68,2.1204895973205566,6,163
163,text_10_L1,9,und,0.0263,7.42,0.010576977394521236,3,164
164,text_10_L1,9,die,0.0302,7.48,2.2539825439453125,3,165
165,text_10_L1,9,Qualität,6.31e-05,4.8,2.8692879676818848,8,166
166,text_10_L1,9,von,0.00977,6.99,3.6521899700164795,3,167
167,text_10_L1,9,Obst,1.7e-05,4.23,0.841850757598877,4,168
168,text_10_L1,9,und,0.0263,7.42,1.5428593158721924,3,169
169,text_10_L1,9,Gemüse,2.14e-05,4.33,0.519099771976471,6,170
170,text_10_L1,9,erhöht.,3.89e-05,4.59,1.7751541137695312,7,171
171,text_10_L1,1,Der,0.0288,7.46,3.388126850128174,3,1
172,text_10_L1,1,Imker,2.09e-06,3.32,9.516945838928223,5,2
173,text_10_L1,1,beschäftigt,6.31e-05,4.8,9.107853889465332,11,3
174,text_10_L1,1,sich,0.00617,6.79,0.055439483374357224,4,4
175,text_10_L1,1,mit,0.00955,6.98,0.6910315752029419,3,5
176,text_10_L1,1,der,0.0288,7.46,0.42480912804603577,3,6
177,text_10_L1,1,"Haltung,",3.24e-05,4.51,4.338654518127441,8,7
178,text_10_L1,1,Vermehrung,2.04e-06,3.31,4.072422981262207,10,8
179,text_10_L1,1,und,0.0263,7.42,0.00029976642690598965,3,9
180,text_10_L1,1,Züchtung,1.02e-06,3.01,4.034296989440918,8,10
181,text_10_L1,1,von,0.00977,6.99,1.0419247150421143,3,11
182,text_10_L1,1,Honigbienen,4.9e-07,2.69,1.8313809633255005,11,12
183,text_10_L1,1,sowie,0.00049,5.69,0.0032431883737444878,5,13
184,text_10_L1,1,mit,0.00955,6.98,0.29649817943573,3,14
185,text_10_L1,1,der,0.0288,7.46,0.2864348590373993,3,15
186,text_10_L1,1,Produktion,4.79e-05,4.68,0.00301133724860847,10,16
187,text_10_L1,1,von,0.00977,6.99,0.16917750239372253,3,17
188,text_10_L1,1,Honig,1.12e-05,4.05,1.7048205137252808,5,18
189,text_10_L1,1,und,0.0263,7.42,0.12656047940254211,3,19
190,text_10_L1,1,weiterer,4.79e-05,4.68,3.31312894821167,8,20
191,text_10_L1,1,Bienenprodukte.,2.51e-08,1.4,1.1675795316696167,15,21
192,text_10_L1,2,Wirtschaftlich,1.66e-05,4.22,11.034524917602539,14,22
193,text_10_L1,2,relevanter,1.62e-06,3.21,8.412774085998535,10,23
194,text_10_L1,2,ist,0.012,7.08,7.836019515991211,3,24
195,text_10_L1,2,heute,0.000759,5.88,0.5767542719841003,5,25
196,text_10_L1,2,die,0.0302,7.48,3.967538833618164,3,26
197,text_10_L1,2,Bestäubungsleistung,1.62e-08,1.21,12.88033390045166,19,27
198,text_10_L1,2,der,0.0288,7.46,1.216251015663147,3,28
199,text_10_L1,2,Honigbienen,4.9e-07,2.69,1.5152157545089722,11,29
200,text_10_L1,2,in,0.0174,7.24,0.5806947350502014,2,30
201,text_10_L1,2,der,0.0288,7.46,1.3027822971343994,3,31
202,text_10_L1,2,Landwirtschaft,2.82e-05,4.45,0.07538595050573349,14,32
203,text_10_L1,2,als,0.00513,6.71,1.2158900499343872,3,33
204,text_10_L1,2,Nebenprodukt,7.94e-07,2.9,6.443306922912598,12,34
205,text_10_L1,2,der,0.0288,7.46,1.2239845991134644,3,35
206,text_10_L1,2,Imkerei.,9.33e-07,2.97,2.3995859622955322,8,36
207,text_10_L1,3,Ein,0.00813,6.91,4.3480916023254395,3,37
208,text_10_L1,3,Imker,2.09e-06,3.32,10.092474937438965,5,38
209,text_10_L1,3,braucht,0.000178,5.25,6.446806907653809,7,39
210,text_10_L1,3,keine,0.00145,6.16,4.120532512664795,5,40
211,text_10_L1,3,spezielle,2.09e-05,4.32,4.575563430786133,9,41
212,text_10_L1,3,"Ausbildung,",9.77e-05,4.99,1.8905142545700073,11,42
213,text_10_L1,3,in,0.0174,7.24,0.8730354309082031,2,43
214,text_10_L1,3,den,0.01,7.0,6.611353874206543,3,44
215,text_10_L1,3,deutschsprachigen,1.12e-05,4.05,2.5032896995544434,17,45
216,text_10_L1,3,Ländern,8.13e-05,4.91,8.711292266845703,7,46
217,text_10_L1,3,absolvieren,6.92e-06,3.84,0.4531496465206146,11,47
218,text_10_L1,3,aber,0.00427,6.63,9.119422912597656,4,48
219,text_10_L1,3,die,0.0302,7.48,3.455152750015259,3,49
220,text_10_L1,3,meisten,0.000178,5.25,2.1657299995422363,7,50
221,text_10_L1,3,Neu-Imker,2.07e-06,3.32,10.925897598266602,9,51
222,text_10_L1,3,einen,0.00302,6.48,8.504172325134277,5,52
223,text_10_L1,3,Grundkurs.,1.17e-06,3.07,2.426452398300171,10,53
224,text_10_L1,4,Vom,0.00126,6.1,6.517327785491943,3,54
225,text_10_L1,4,Imker,2.09e-06,3.32,10.762927055358887,5,55
226,text_10_L1,4,zu,0.0102,7.01,5.836987495422363,2,56
227,text_10_L1,4,unterscheiden,3.31e-05,4.52,8.956257820129395,13,57
228,text_10_L1,4,ist,0.012,7.08,0.6184672117233276,3,58
229,text_10_L1,4,der,0.0288,7.46,0.8504643440246582,3,59
230,text_10_L1,4,"Zeidler,",4.9e-07,2.69,7.878910541534424,8,60
231,text_10_L1,4,der,0.0288,7.46,0.7548404932022095,3,61
232,text_10_L1,4,den,0.01,7.0,0.00025293012731708586,3,62
233,text_10_L1,4,Honig,1.12e-05,4.05,6.853119850158691,5,63
234,text_10_L1,4,wild,3.16e-05,4.5,0.15597951412200928,4,64
235,text_10_L1,4,lebender,2.51e-06,3.4,4.636898040771484,8,65
236,text_10_L1,4,Honigbienen-Völker,4.72e-07,2.67,12.840649604797363,18,66
237,text_10_L1,4,im,0.00724,6.86,0.75079345703125,2,67
238,text_10_L1,4,Wald,6.46e-05,4.81,0.00012373158824630082,4,68
239,text_10_L1,4,sammelt.,9.55e-06,3.98,0.34894639253616333,8,69
240,text_10_L1,5,Der,0.0288,7.46,3.388126850128174,3,70
241,text_10_L1,5,Imker,2.09e-06,3.32,9.516945838928223,5,71
242,text_10_L1,5,hält,0.000135,5.13,7.733180046081543,4,72
243,text_10_L1,5,seine,0.00107,6.03,1.5125173330307007,5,73
244,text_10_L1,5,Bienenvölker,3.55e-07,2.55,1.5431745052337646,12,74
245,text_10_L1,5,in,0.0174,7.24,1.1417369842529297,2,75
246,text_10_L1,5,künstlichen,5.89e-06,3.77,1.3084675073623657,11,76
247,text_10_L1,5,"Nisthöhlen,",4.57e-08,1.66,8.468793869018555,11,77
248,text_10_L1,5,den,0.01,7.0,4.531416893005371,3,78
249,text_10_L1,5,"Bienenstöcken,",1.02e-07,2.01,6.111079216003418,14,79
250,text_10_L1,5,in,0.0174,7.24,1.1660348176956177,2,80
251,text_10_L1,5,denen,0.000372,5.57,2.9260470867156982,5,81
252,text_10_L1,5,Brutnest,3.63e-08,1.56,13.88791275024414,8,82
253,text_10_L1,5,und,0.0263,7.42,1.7237015962600708,3,83
254,text_10_L1,5,Honigvorräte,0.0,0.0,8.278485298156738,12,84
255,text_10_L1,5,vor,0.00204,6.31,1.551558494567871,3,85
256,text_10_L1,5,Witterungseinflüssen,1.58e-07,2.2,3.6002323627471924,20,86
257,text_10_L1,5,und,0.0263,7.42,0.7256386876106262,3,87
258,text_10_L1,5,den,0.01,7.0,7.124697685241699,3,88
259,text_10_L1,5,Räubereien,3.31e-08,1.52,9.79430866241455,10,89
260,text_10_L1,5,anderer,0.0001,5.0,0.91989666223526,7,90
261,text_10_L1,5,Tiere,7.08e-05,4.85,1.9220486879348755,5,91
262,text_10_L1,5,geschützt,2e-05,4.3,3.1484832763671875,9,92
263,text_10_L1,5,sind.,0.00398,6.6,0.18861941993236542,5,93
264,text_10_L1,6,Der,0.0288,7.46,3.388126850128174,3,94
265,text_10_L1,6,Imker,2.09e-06,3.32,9.516945838928223,5,95
266,text_10_L1,6,produziert,3.02e-05,4.48,9.39786434173584,10,96
267,text_10_L1,6,mit,0.00955,6.98,3.6325340270996094,3,97
268,text_10_L1,6,dem,0.00575,6.76,2.775193691253662,3,98
269,text_10_L1,6,Honig,1.12e-05,4.05,1.5359355211257935,5,99
270,text_10_L1,6,ein,0.00813,6.91,3.192230701446533,3,100
271,text_10_L1,6,Lebensmittel,2.19e-05,4.34,2.1341052055358887,12,101
272,text_10_L1,6,und,0.0263,7.42,2.235219955444336,3,102
273,text_10_L1,6,ist,0.012,7.08,2.556213140487671,3,103
274,text_10_L1,6,damit,0.000912,5.96,1.9827741384506226,5,104
275,text_10_L1,6,in,0.0174,7.24,3.5957746505737305,2,105
276,text_10_L1,6,den,0.01,7.0,2.433985710144043,3,106
277,text_10_L1,6,deutschsprachigen,1.12e-05,4.05,10.109527587890625,17,107
278,text_10_L1,6,Ländern,8.13e-05,4.91,0.4632546901702881,7,108
279,text_10_L1,6,der,0.0288,7.46,2.4146902561187744,3,109
280,text_10_L1,6,strengen,7.08e-06,3.85,0.0009922825265675783,8,110
281,text_10_L1,6,Lebensmittelgesetzgebung,0.0,0.0,2.9543142318725586,24,111
282,text_10_L1,6,unterstellt.,9.77e-06,3.99,1.637088418006897,12,112
283,text_10_L1,7,Honigbienen,4.9e-07,2.69,13.527308464050293,11,113
284,text_10_L1,7,sind,0.00398,6.6,1.209641933441162,4,114
285,text_10_L1,7,die,0.0302,7.48,2.9736340045928955,3,115
286,text_10_L1,7,wichtigsten,4.9e-05,4.69,1.3619935512542725,11,116
287,text_10_L1,7,Bestäuber,1.74e-07,2.24,0.21914047002792358,9,117
288,text_10_L1,7,von,0.00977,6.99,1.6289262771606445,3,118
289,text_10_L1,7,den,0.01,7.0,0.21637757122516632,3,119
290,text_10_L1,7,Blütenpflanzen.,2.69e-07,2.43,2.3593196868896484,15,120
291,text_10_L1,8,Wegen,0.000468,5.67,9.177042007446289,5,121
292,text_10_L1,8,ihrer,0.000575,5.76,4.301686763763428,5,122
293,text_10_L1,8,Bestäubungsleistung,1.62e-08,1.21,10.945834159851074,19,123
294,text_10_L1,8,ist,0.012,7.08,1.5416653156280518,3,124
295,text_10_L1,8,die,0.0302,7.48,0.40314435958862305,3,125
296,text_10_L1,8,Honigbiene,3.8e-07,2.58,0.7422441840171814,10,126
297,text_10_L1,8,nach,0.00363,6.56,2.3033511638641357,4,127
298,text_10_L1,8,Rind,3.47e-06,3.54,0.2866328954696655,4,128
299,text_10_L1,8,und,0.0263,7.42,0.7389018535614014,3,129
300,text_10_L1,8,Schwein,1.29e-05,4.11,0.003214670345187187,7,130
301,text_10_L1,8,weltweit,6.03e-05,4.78,0.00012766500003635883,8,131
302,text_10_L1,8,das,0.0145,7.16,4.86639404296875,3,132
303,text_10_L1,8,drittwichtigste,4.79e-08,1.68,0.03344305604696274,15,133
304,text_10_L1,8,Nutztier,2.29e-07,2.36,0.03972671926021576,8,134
305,text_10_L1,8,in,0.0174,7.24,0.06420592218637466,2,135
306,text_10_L1,8,der,0.0288,7.46,0.5421834588050842,3,136
307,text_10_L1,8,Landwirtschaft.,2.82e-05,4.45,0.2055416852235794,15,137
308,text_10_L1,9,Neben,0.000295,5.47,6.701180934906006,5,138
309,text_10_L1,9,der,0.0288,7.46,1.5482405424118042,3,139
310,text_10_L1,9,ökologischen,5.01e-06,3.7,0.0003840185818262398,12,140
311,text_10_L1,9,Bedeutung,9.55e-05,4.98,0.00027021096320822835,9,141
312,text_10_L1,9,der,0.0288,7.46,2.0287487506866455,3,142
313,text_10_L1,9,Honigbienen,4.9e-07,2.69,8.31069278717041,11,143
314,text_10_L1,9,als,0.00513,6.71,3.222263813018799,3,144
315,text_10_L1,9,Bestäuber,1.74e-07,2.24,0.17639119923114777,9,145
316,text_10_L1,9,von,0.00977,6.99,0.00046993177966214716,3,146
317,text_10_L1,9,Wild-,3.16e-05,4.5,2.638345956802368,5,147
318,text_10_L1,9,und,0.0263,7.42,0.00010013079008786008,3,148
319,text_10_L1,9,Kulturpflanzen,5.13e-07,2.71,0.25799858570098877,14,149
320,text_10_L1,9,hat,0.00398,6.6,1.9065635204315186,3,150
321,text_10_L1,9,die,0.0302,7.48,3.062041997909546,3,151
322,text_10_L1,9,Imkerei,9.33e-07,2.97,2.1310665607452393,7,152
323,text_10_L1,9,einen,0.00302,6.48,0.0009509570081718266,5,153
324,text_10_L1,9,großen,0.000355,5.55,0.010516110807657242,6,154
325,text_10_L1,9,ökonomischen,6.31e-06,3.8,1.24808669090271,12,155
326,text_10_L1,9,Nutzen,0.000107,5.03,2.1946656703948975,6,156
327,text_10_L1,9,für,0.00759,6.88,0.4436802566051483,3,157
328,text_10_L1,9,die,0.0302,7.48,0.023058727383613586,3,158
329,text_10_L1,9,"Landwirtschaft,",2.82e-05,4.45,3.6083011627197266,15,159
330,text_10_L1,9,wo,0.000794,5.9,0.022239454090595245,2,160
331,text_10_L1,9,sie,0.00661,6.82,3.094465494155884,3,161
332,text_10_L1,9,den,0.01,7.0,0.8641818761825562,3,162
333,text_10_L1,9,Ertrag,4.79e-06,3.68,2.1204895973205566,6,163
334,text_10_L1,9,und,0.0263,7.42,0.010576977394521236,3,164
335,text_10_L1,9,die,0.0302,7.48,2.2539825439453125,3,165
336,text_10_L1,9,Qualität,6.31e-05,4.8,2.8692879676818848,8,166
337,text_10_L1,9,von,0.00977,6.99,3.6521899700164795,3,167
338,text_10_L1,9,Obst,1.7e-05,4.23,0.841850757598877,4,168
339,text_10_L1,9,und,0.0263,7.42,1.5428593158721924,3,169
340,text_10_L1,9,Gemüse,2.14e-05,4.33,0.519099771976471,6,170
341,text_10_L1,9,erhöht.,3.89e-05,4.59,1.7751541137695312,7,171
342,text_10_L1,1,Der,0.0288,7.46,3.388126850128174,3,1
343,text_10_L1,1,Imker,2.09e-06,3.32,9.516945838928223,5,2
344,text_10_L1,1,beschäftigt,6.31e-05,4.8,9.107853889465332,11,3
345,text_10_L1,1,sich,0.00617,6.79,0.055439483374357224,4,4
346,text_10_L1,1,mit,0.00955,6.98,0.6910315752029419,3,5
347,text_10_L1,1,der,0.0288,7.46,0.42480912804603577,3,6
348,text_10_L1,1,"Haltung,",3.24e-05,4.51,4.338654518127441,8,7
349,text_10_L1,1,Vermehrung,2.04e-06,3.31,4.072422981262207,10,8
350,text_10_L1,1,und,0.0263,7.42,0.00029976642690598965,3,9
351,text_10_L1,1,Züchtung,1.02e-06,3.01,4.034296989440918,8,10
352,text_10_L1,1,von,0.00977,6.99,1.0419247150421143,3,11
353,text_10_L1,1,Honigbienen,4.9e-07,2.69,1.8313809633255005,11,12
354,text_10_L1,1,sowie,0.00049,5.69,0.0032431883737444878,5,13
355,text_10_L1,1,mit,0.00955,6.98,0.29649817943573,3,14
356,text_10_L1,1,der,0.0288,7.46,0.2864348590373993,3,15
357,text_10_L1,1,Produktion,4.79e-05,4.68,0.00301133724860847,10,16
358,text_10_L1,1,von,0.00977,6.99,0.16917750239372253,3,17
359,text_10_L1,1,Honig,1.12e-05,4.05,1.7048205137252808,5,18
360,text_10_L1,1,und,0.0263,7.42,0.12656047940254211,3,19
361,text_10_L1,1,weiterer,4.79e-05,4.68,3.31312894821167,8,20
362,text_10_L1,1,Bienenprodukte.,2.51e-08,1.4,1.1675795316696167,15,21
363,text_10_L1,2,Wirtschaftlich,1.66e-05,4.22,11.034524917602539,14,22
364,text_10_L1,2,relevanter,1.62e-06,3.21,8.412774085998535,10,23
365,text_10_L1,2,ist,0.012,7.08,7.836019515991211,3,24
